# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Date,Country,Location,Perpetrator,Victim_Description,Victim_Age_Group,Victim_Count_Raw,Children_Involved_Context,Incident_Type,Source,Remarks
05-Mar-22,Myanmar,"Inn Nge Daunt",Military/Militia,Woman (42-year-old),Adult,1,Yes (Daughters killed),Rape/Kill,ACLED,"Woman raped and killed; daughters (4 & 11) killed."
12-May-22,Burundi,"Gasenyi-Kirwati II",Armed group,Woman,Adult,1,No/Unspecified,Sexual Abuse/Kill,ACLED,"Woman sexually abused and killed."
27-May-22,Ethiopia,"Jeldu district",OLF-Shane,Woman,Adult,1,Yes (3yo daughter witness),Rape,ACLED,"Woman raped for 16 days; 3yo daughter forced to watch."
12-May-22,Ghana,"Tamale",Police,Woman,Adult,1,No/Unspecified,Rape,Joy Online,"Woman raped by two police officers."
04-May-22,Kenya,"Trans Nzoia",Armed group,Intersex person (50),Adult,1,No/Unspecified,Sexual Assault/Kill,Nation,"Intersex person sexually assaulted and killed."
08-May-22,Kenya,"Garissa",Militia,Man,Adult,1,No/Unspecified,Strip/Beat,ACLED,"Man stripped and beaten."
31-May-22 (Reported),Liberia,"UNMIL",Soldiers (Nigerian),Unspecified,Unknown,73 investigated,No/Unspecified,Sexual Assault/Exploitation,Sahara Reporters,"73 soldiers investigated for sexual abuse."
13-May-22,Nigeria,"Okpulugwu Agu-Amede",Fulani pastoralists,Woman,Adult,1,No/Unspecified,Rape,Global Times,"Woman raped; brother killed attempting rescue."
09-May-22,Sudan,"Zamzam IDP camp",Gunmen,Women,Adult,6,No/Unspecified,Rape,Darfur 24,"Six women raped."
02-May-22,Afghanistan,"Dara Sof Balla",Taliban member,Woman,Adult,1,No/Unspecified,Rape,National Resistance Front,"Woman raped by Taliban mayor."
05-May-22 (Reported),India,"Lalitpur",Policeman,Girl (13-year-old),Child/Minor,1,Yes (Victim),Rape,The New Arab,"13-year-old girl raped by policeman when reporting gang-rape."
07-May-22,Myanmar,"Thanlyin",Military,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped by two sergeants."
19-May-22 (Reported),Malta,"Unspecified",Migrant,Man (22-year-old),Adult,1,No/Unspecified,Sexual Assault,Times of Malta,"Man sexually assaulted by fellow migrant."
24-May-22,Morocco,"Selouane",Student group,Student (Male),Adult,1,No/Unspecified,Strip/Beat,ACLED,"Student stripped and beaten."
10-May-22 (Reported),Haiti,"Port-au-Prince",Gangs,Women and Girls,Mixed,Unspecified,Yes (Girls victims),Rape/Burn,The Guardian,"Women and girls raped and set on fire."
17-May-22,Honduras,"Jesus de Otoro",Armed men,Women,Adult,2,No/Unspecified,Sexual Abuse,ACLED,"Two women sexually abused."
18-Nov-22,Burkina Faso,"Liptougou",JNIM,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped by militants."
08-Nov-22,Burundi,"Ceru hill",Police officer,Girl,Child/Minor,1,Yes (Victim),Sexual Abuse,ACLED,"Girl sexually abused."
12-Nov-22,Burundi,"Kanyosha prison",Prison guard,Girl,Child/Minor,1,Yes (Victim),Sexual Abuse,ACLED,"Girl sexually abused."
02-Nov-22,DRC,"Boma town",Policeman,Female detainee,Adult,1,No/Unspecified,Rape,Radio Okapi,"Female detainee raped in cell."
03-Nov-22,DRC,"Butembo",Soldier,Girl (9-year-old),Child/Minor,1,Yes (Victim),Rape,Radio Moto,"9-year-old girl raped by soldier."
11-Nov-22 (Reported),DRC,"Mangani",Unknown,Unspecified,Unknown,6,No/Unspecified,Rape,Radio Okapi,"Six rape cases recorded in October."
22-Nov-22,DRC,"Nzuma",Gunman,Girl (17-year-old),Child/Minor,1,Yes (Victim),Rape,Beni Nipashe,"17-year-old girl raped."
24-Nov-22,DRC,"Lukala",Highwaymen,Women,Adult,5,No/Unspecified,Rape,Radio Okapi,"Five women raped on truck."
25-Nov-22,DRC,"Kilo",Man,Girl (15-year-old),Child/Minor,1,Yes (Victim),Rape,Beni Nipashe,"15-year-old girl raped."
25-Nov-22 (Reported),DRC,"Unspecified (May incident)",M23 rebels,Women,Adult,2,Yes (Daughter abducted),Rape,Actualite,"Two women raped; daughter abducted/assaulted."
14-Nov-22,Ethiopia,"Goro Mako",Oromia forces,Women and Girls,Mixed,Unspecified,Yes (Girls victims),Rape,ACLED,"Women and girls raped travelling to market/school."
11-Nov-22,Gabon,"Libreville",Armed group,Female worker,Adult,1,No/Unspecified,Kidnap/Rape,ACLED,"Woman kidnapped and raped."
07-Nov-22,Nigeria,"Bukuyum",Armed men,Women,Adult,27,No/Unspecified,Kidnap/Rape,Zagazola,"27 women kidnapped and raped."
02-Nov-22,Somalia,"Mogadishu",Police officer,Displaced woman (35),Adult,1,No/Unspecified,Rape,Horn Observer,"Displaced woman raped and held for ransom."
09-Nov-22 (Reported),South Sudan,"Juba",Security personnel,Girl (14-year-old),Child/Minor,1,Yes (Victim),Rape,Eye Radio,"14-year-old girl raped."
30-Oct-22,Sudan,"Nierteti",SAF,Women and Girl (7),Mixed,Unspecified,Yes (7yo victim),Assault,Radio Dabanga,"Women and 7-year-old girl assaulted."
30-Oct-22,Sudan,"Nierteti",Soldiers,Woman (27-year-old),Adult,1,No/Unspecified,Attempted Rape,Radio Dabanga,"Woman threatened and attempted rape."
11-Nov-22,Sudan,"Saraf Omra",Militiamen,Women,Adult,3,No/Unspecified,Rape,ACLED,"Three women raped."
20-Nov-22,Sudan,"Kadugli",Militia,Women,Adult,2,No/Unspecified,Attempted Rape,ACLED,"Two women attempted rape."
16-Nov-22 (Reported),China,"Xinjiang",Government,Uyghur women,Adult,Systematic,No/Unspecified,Coerced Marriage,RFA,"Coerced inter-ethnic marriage/rape threat."
27-Nov-22 (Reported),Myanmar,"General",Junta,Women/Girls,Mixed,12 (killed/raped),Yes (Girls involved),Rape/Kill,The Irrawaddy,"12 cases of rape/murder; 40 burned bodies."
15-Nov-22,Cyprus,"Pournara",Men,Woman,Adult,1,No/Unspecified,Rape,Sahara Reporters,"Woman raped in reception centre."
05-Oct-22,United Kingdom,"London",Man,Boy (Teenage),Child/Minor,1,Yes (Victim),Rape,The Guardian,"Teenage boy raped in refugee hotel."
09-Nov-22,United Kingdom,"London",Boy (17),Child (<13),Child/Minor,1,Yes (Victim & Perp),Sexual Touching,The Guardian,"Child sexually touched by 17-year-old in hotel."
07-Nov-22 (Reported),Iran,"Tehran",Security forces,Schoolgirls,Child/Minor,Group,Yes (Victims),Strip-search,DW,"Schoolgirls strip-searched."
11-Nov-22 (Reported),Iran,"Detention centre",Interrogators,Female prisoner,Adult,Group,No/Unspecified,Threat of Rape,Iran International,"Prisoners threatened with rape."
11-Nov-22 (Reported),Iran,"Detention centre",Criminals,Protest prisoners,Mixed,Unspecified,No/Unspecified,Sexual Abuse,Iran International,"Protest prisoners abused by criminals."
21-Nov-22 (Reported),Iran,"Urmia",Policeman,Woman (20s),Adult,1,No/Unspecified,Sexual Assault,CNN,"Woman sexually assaulted in detention."
21-Nov-22 (Reported),Iran,"Unspecified",Security guard,Boy (17-year-old),Child/Minor,1,Yes (Victim),Torture/Rape,CNN,"17-year-old boy tortured and raped."
21-Nov-22 (Reported),Iran,"Unspecified",Police,Men,Adult,4,No/Unspecified,Torture/Rape,CNN,"Four men tortured and raped."
21-Nov-22 (Reported),Iran,"Unspecified",Detention centre,Women,Adult,2,Yes (Threat to sisters),Threat of Rape,CNN,"Women threatened with rape of teenage sisters."
27-Nov-22,Iran,"Tehran",Female officer,Student (Female),Adult,1,No/Unspecified,Beat/Sexual Abuse,Centre for Human Rights,"Student beaten and abused."
30-Nov-22 (Reported),Iran,"Urmia",IRGC,Women and Girl (14),Mixed,3 (1 girl),Yes (14yo victim),Rape,IranWire,"Girl (14) and women raped."
06-Dec-22 (Reported),Iran,"Unspecified",Security,Students,Mixed,Unspecified,No/Unspecified,Torture/Sexual Abuse,Centre for Human Rights,"Students tortured and abused."
07-Dec-22,Iran,"Mashhad",Basij agent,Student (Female),Adult,1,No/Unspecified,Sexual Harassment,Twitter,"Student harassed for hijab."
08-Dec-22 (Reported),Iran,"Various",Security forces,Women protestors,Adult,Systematic,No/Unspecified,Shot in genitals,The Guardian,"Women shot in faces/genitals."
08-Dec-22 (Reported),Iran,"Isfahan",Security forces,Woman,Adult,1,No/Unspecified,Shot in genitals,The Guardian,"Woman shot in genitals."
10-Dec-22 (Reported),Iran,"Unspecified",Security,Man (22-year-old),Adult,1,No/Unspecified,Torture/Sexual Assault,Iran International,"Man tortured and assaulted."
14-Nov-22,Syria,"al-Hol camp",Unknown,Sisters (10 & 13),Child/Minor,2,Yes (Victims),Rape/Kill,The New Arab,"Sisters (10 & 13) raped and killed."
23-Nov-22,Syria,"Al-Sabinah",LAFA member,Woman,Adult,1,No/Unspecified,Harassment,ACLED,"Woman harassed."
16-Nov-22,Brazil,"Japeri",Military police,Minors,Child/Minor,2,Yes (Victims),Sexual Abuse,ACLED,"Two minors sexually abused."
14-Nov-22 (Reported),Haiti,"General",Gangs,Women,Adult,General,No/Unspecified,Rape (Weapon),New Humanitarian,"Rape used as weapon against rival communities."
30-Nov-22,Haiti,"Liancourt",Gang,Women,Adult,Unspecified,No/Unspecified,Kidnap/Rape,ACLED,"Women kidnapped from buses and raped."
01-Nov-22,Mexico,"Veracruz",Unknown,Woman,Adult,1,No/Unspecified,Sexual Abuse/Beat,ACLED,"Woman abused and beaten."
01-Nov-22,Sint Maarten,"Philipsburg",Police,Woman,Adult,1,No/Unspecified,Strip Search,ACLED,"Woman forced to undress."
22-Nov-22,Sint Maarten,"Philipsburg",Police,Man,Adult,1,No/Unspecified,Beat/Strip,ACLED,"Man beaten and stripped."
03-Oct-21,Chad,"Kounongou Refugee Camp",Cattle herders,Female refugees (13-17yo),Child/Minor,12,Yes (Victims),Rape,Radio Dabanga,"12 female refugees aged 13-17 raped by cattle herders while collecting firewood."
03-Oct-21,DRC,"Paysana village, North Kivu",FARDC soldier,Girl (17-year-old),Child/Minor,1,Yes (Victim),Rape/Kidnap,Kivu Security,"17-year-old girl kidnapped and raped by FARDC soldier."
04-Oct-21,DRC,"Kitsimba town, North Kivu",Armed men,IDP Women,Adult,4,No/Unspecified,Rape,La Prunelle,"Four IDP women raped by armed men."
04-Oct-21,DRC,"Lwama village, Maniema",Mai-Mai militia,Girl (15-year-old),Child/Minor,1,Yes (Victim),Rape,La Prunelle,"15-year-old girl raped by suspected Mai-Mai militia."
05-Oct-21,DRC,"Baraka village, South Kivu",FARDC soldiers,Woman (23-year-old),Adult,1,No/Unspecified,Rape,La Prunelle,"23-year-old woman raped at knifepoint by suspected soldiers."
09-Oct-21,DRC,"Kaseti village, South Kivu",Unknown,Girl (20-year-old),Adult/Young Adult,1,No/Unspecified,Rape/Murder,La Prunelle,"Body of 20-year-old girl found with injuries; investigation confirmed rape."
13-Oct-21,DRC,"Nyakagina town, North Kivu",Armed bandits,IDP Women,Adult,5,No/Unspecified,Rape,La Prunelle,"Five IDP women raped by armed bandits."
18-Oct-21,DRC,"Lusenda Refugee Camp, South Kivu",Armed men,IDP Woman,Adult,1,No/Unspecified,Rape/Kidnap,La Prunelle,"IDP woman kidnapped and raped by four armed men."
18-Oct-21 (Reported),Ethiopia,"Mersa town, Amhara",Armed man (Plain clothes),Woman (28-year-old),Adult,1,No/Unspecified,Rape,Reuters,"28-year-old Amhara woman raped by armed man speaking Tigrinya."
04-Oct-21,Nigeria,"Shiroro LGA, Niger State",Boko Haram,Daughters (12-year-old),Child/Minor,Unspecified number,Yes (Victims),Forced Marriage,Sahara Reporters,"Insurgents forcing residents to marry off their 12-year-old daughters."
11-Oct-21 (Reported),Nigeria,"Bonta village, Benue",Army officer,Woman (31-year-old),Adult,1,No/Unspecified,Rape/Beat,Sahara Reporters,"31-year-old woman raped and beaten by army officer."
11-Oct-21 (Reported),Nigeria,"Bonta village, Benue",Soldier,Woman (28-year-old),Adult,1,No/Unspecified,Rape,Sahara Reporters,"28-year-old woman raped at gunpoint by soldier."
11-Oct-21 (Reported),Nigeria,"Bonta village, Benue",Soldiers,Woman,Adult,1,No/Unspecified,Gang-rape,Sahara Reporters,"Woman gang-raped by more than two soldiers."
14-Oct-21 (Reported),Nigeria,"Borno state",Adults (Linked cases),IDP Girls (Minors),Child/Minor,10 cases,Yes (Victims),Rape,Humangle,"Spike in rape cases involving underage IDP girls; 10 cases reported in two weeks."
03-Nov-21,South Sudan,"Yei city",Men,Girl (14-year-old),Child/Minor,1,Yes (Victim),Gang-rape,Wiki Rumours,"14-year-old girl ambushed and raped by seven men."
10-Oct-21,Uganda,"Rhino Refugee Camp",Men,Girls,Child/Minor,2,Yes (Victims),Rape,Wiki Rumours,"Two girls raped by men and admitted to hospital."
19-Oct-21,Colombia,"Unspecified",Paramilitary groups,Journalist,Adult,1,No/Unspecified,Rape/Torture (Court Ruling),Al Jazeera,"Court ruling holding govt responsible for 2000 kidnap/rape of journalist."
21-Oct-21 (Reported),USA,"Southern Border",Federal officers,Asylum seekers,Mixed,160 (2016-2021),Yes (Children involved),Sexual Abuse/Assault,HRW/Guardian,"160 cases of abuse reported 2016-2021 including child sexual assault."
21-Oct-21 (Reported),USA,"Southern Border",CBP/Border Patrol,Girl,Child/Minor,1,Yes (Victim),Sexual Molestation,HRW/Guardian,"Girl forced to undress and touched inappropriately by guard."
21-Oct-21 (Reported),USA,"San Ysidro, California",Officer,Asylum seeker (Male),Adult,1,No/Unspecified,Sexual Coercion,HRW/Guardian,"Officer demanded sex from male asylum seeker in exchange for freedom."
21-Oct-21 (Reported),USA,"Southern Border",Border Patrol dog,Asylum seeker,Adult,1,No/Unspecified,Sexual Injury (Dog bite),HRW/Guardian,"Asylum seeker bitten in genitals by service dog; denied medical treatment."
17-Sep-21,Burkina Faso,"Fili-Fili village, Soum",JNIM militants,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped by suspected JNIM militants."
15-Sep-21 (Reported),Central African Republic,"Unspecified",Peacekeepers (Gabon),Unspecified,Unknown,32 allegations,No/Unspecified,Sexual Exploitation,France 24,"32 allegations of sexual exploitation against Gabonese contingent (2015-present)."
06-Sep-21,Chad,"Mourbame village",Soldier,Girl (17-year-old),Child/Minor,1,Yes (Victim),Assault/Murder (Intervener),Alwihda,"17-year-old girl assaulted; man intervening was killed."
15-Sep-21,Chad,"Kechagen refugee camp",Men,Girl (Sudanese),Child/Minor,1,Yes (Victim),Rape,Radio Dabanga,"Sudanese girl raped collecting firewood."
31-Aug-21,DRC,"South Kivu",Police/Soldiers,Survivors (Mostly minors),Child/Minor,19 convicted,Yes (Victims),Rape (Conviction),Anadolu Agency,"9 police and 10 soldiers convicted of rape."
06-Sep-21,DRC,"Djugu town, Ituri",Militia,IDP Women,Adult,10,No/Unspecified,Rape,UN,"10 female IDPs raped by armed militia."
15-Sep-21,DRC,"JTN village, North Kivu",Armed men,Women,Adult,2,No/Unspecified,Rape/Kidnap,Kivu Security,"Two women kidnapped and raped; ransom demanded."
20-Sep-21,DRC,"Kitundu village, South Kivu",Mai-Mai militia,Woman,Adult,1,No/Unspecified,Rape/Kidnap,Kivu Security,"Woman kidnapped and raped by militia; ransom demanded."
28-Sep-21 (Reported),DRC,"North Kivu",WHO Staff,Women/Girls (13-43),Mixed,80 cases (21 staff),Yes (Girls victims),Sexual Exploitation,Reuters,"Inquiry into Ebola crisis identified 21 WHO staff involved in sexual abuse."
16-Sep-21 (Reported),Ethiopia,"Zelasle/Ziban Gedena",Tigrayan fighters,Refugee (27yo) and Sister (17yo),Mixed,2,Yes (17yo victim),Rape,Reuters,"27-year-old refugee and 17-year-old sister raped."
16-Sep-21 (Reported),Ethiopia,"Shimelba refugee camp",Eritrean forces,Refugees,Adult,4,No/Unspecified,Rape,Reuters,"Four Eritrean refugees raped."
08-Sep-21 (Reported),Mozambique,"Cabo Delgado",Officials/Relief workers,Women/Girls,Mixed,Unspecified,Yes (Girls victims),Sexual Exploitation,Club of Mozambique,"Allegations of sexual exploitation in exchange for aid."
08-Sep-21 (Reported),Mozambique,"Pemba",Relief worker,IDP Woman (23-year-old),Adult,1,No/Unspecified,Sexual Harassment,Club of Mozambique,"Relief worker demanded sex from IDP woman for accommodation."
22-Sep-21,Nigeria,"Aba city",Policemen,Student (18-year-old),Adult/Young Adult,1,No/Unspecified,Rape,Sahara Reporters,"18-year-old student detained and raped by three policemen."
07-Sep-21,Sudan,"Khartoum Jadeed, North Darfur",Armed men,Girl (17-year-old),Child/Minor,1,Yes (Victim),Gang-rape,Radio Dabanga,"17-year-old girl gang-raped by seven armed men."
09-Sep-21,Sudan,"North of Koshni",Armed men,Girl,Child/Minor,1,Yes (Victim),Rape,Radio Dabanga,"Girl raped during village attack."
13-Sep-21 (Reported),Sudan,"Zamzam camp",Gunmen,Women/Girls (inc 13yo),Mixed,17,Yes (13yo victim),Gang-rape/Rape,Radio Dabanga,"17 cases of rape reported, including gang-rape of 13-year-old girl."
04-Sep-21,Uganda,"Nakaloke town",Gunmen,Teacher (Female),Adult,1,No/Unspecified,Attempted Rape,Daily Monitor,"Gunmen attempted to rape teacher during school attack."
08-Sep-21,Uganda,"Hoima city",Armed group,Woman,Adult,1,No/Unspecified,Rape/Kill/Kidnap,ACLED,"Woman kidnapped, raped and killed."
21-Sep-21,Zambia,"Chilenje township",UPND members,Woman,Adult,1,No/Unspecified,Sexual Violence (Strip),ACLED,"Woman stripped of clothes."
13-Sep-21,Indonesia,"Kiwirok district, Papua",TPNBP members,Nurses,Adult,3,No/Unspecified,Sexual Violence (Strip),ACLED,"Three nurses forced to strip naked during clinic attack."
26-Sep-21,Myanmar,"Mindat town",Junta soldiers,Girl (16yo) and Health worker,Mixed,2,Yes (16yo victim),Attempted Rape,Twitter,"Soldiers attempted to rape 16-year-old girl and health worker."
07-Sep-21 (Reported),Syria,"General",Intelligence officers,Returnees (Women/Children),Mixed,14 (5 women 1 boy 1 girl),Yes (Boy & Girl victims),Rape/Sexual Violence,Amnesty,"14 cases including rape of 5 women, 13yo boy, and 5yo girl."
07-Sep-21 (Reported),Syria,"Lebanon Border",Security officer,Woman and Daughter (5yo),Mixed,2,Yes (5yo victim),Rape,Amnesty,"Woman and 5-year-old daughter raped by security officer."
07-Sep-21 (Reported),Syria,"Lebanon Border",Intelligence officers,Woman and Daughter (25yo),Adult,2,No/Unspecified,Sexual Assault,Amnesty,"Daughter (25) sexually assaulted in front of mother."
07-Sep-21 (Reported),Syria,"Unspecified",Security members,Returnees,Adult,5,No/Unspecified,Sexual Violence (Genitals),Amnesty,"Five returnees beaten on genitals or stripped."
04-Nov-21,DRC,"Kyamujanju village, Ituri",FRPI fighters,Girl (15-year-old),Child/Minor,1,Yes (Victim),Rape/Kidnap,Kivu Security,"15-year-old girl raped by FRPI fighters during raid; two women, a girl and two men kidnapped.",
05-Nov-21,DRC,"Belatshola village, Kongo Central",FARDC soldiers,Women,Adult,Unspecified number,No/Unspecified,Rape,ACLED,Unspecified number of women raped by soldiers in alleged revenge attack.,
05-Nov-21,DRC,"Kongolo town, Tanganyika",Batwa militiamen,Women and taxi driver,Adult,3,No/Unspecified,Sexual Violence (Strip/Abduct),ACLED,Two women and a taxi driver abducted and stripped naked by militiamen.,
09-Nov-21,DRC,"Lambo Katenga village, Tanganyika",Suspected Mai-Mai militants,Women,Adult,3,No/Unspecified,Sexual Violence (Strip/Abduct),Radio Okapi,Three women abducted and stripped naked by suspected militants.,
11-Nov-21,DRC,"Kasingi village, North Kivu",Armed group,IDP Women,Adult,Unspecified number,No/Unspecified,Rape,ACLED,Unspecified number of IDP women raped by an armed group.,
11-Nov-21,DRC,"Mayuano locality, Ituri",Teacher,Student (13-year-old),Child/Minor,1,Yes (Victim),Rape,Radio Okapi,13-year-old student raped by her teacher.,
18-Nov-21,DRC,"Rukoro village, North Kivu",Armed men,Woman,Adult,1,No/Unspecified,Rape/Abduction,Kivu Security,Woman abducted and raped by armed men.,
20-Nov-21,DRC,"Katungulu village, South Kivu",Mai-Mai Biloze Bishambuke,Woman,Adult,1,No/Unspecified,Rape,Kivu Security,Woman raped by militia; man killed and livestock looted.,
29-Nov-21,DRC,"Oshwe locality, Mai-Ndombe",Teacher,Girl (10-year-old),Child/Minor,1,Yes (Victim),Rape/Death,Radio Okapi,10-year-old girl raped by her teacher; died a few days later.,
03-Nov-21,Ethiopia,"Woldiya town, Amhara",TPLF fighters,Woman,Adult,1,No/Unspecified,Rape,ACLED,Amhara woman raped by seven TPLF fighters at her coffee house.,
09-Nov-21 (Reported),Ethiopia,"Nifas Mewcha town, Amhara",TPLF fighters,Women,Adult,More than 70,No/Unspecified,Rape/Assault,Amnesty/Reuters,More than 70 women raped/robbed/assaulted at gunpoint by TPLF fighters during Aug attack.,
09-Nov-21 (Reported),Ethiopia,"Nifas Mewcha town, Amhara",TPLF fighters,Woman (45-year-old),Adult,1,No/Unspecified,Rape/Verbal Abuse,Amnesty,45-year-old woman raped and verbally insulted in her home by three fighters.,
